SEX,EDUCATION,MARRIAGE,AGE,max_backlog_month,balance_to_credit,default payment next month
male,2,married,38,0,0.80265,0
male,1,single,34,2,0.01065,0
female,1,married,37,-1,0.00395,0
male,2,married,57,0,0.39841818181818184,0
female,3,married,50,0,0.3757714285714286,0
female,3,single,28,0,0.6549866666666667,0
female,1,single,31,0,0.22331803278688525,0
female,1,single,25,0,0.825,0
female,2,single,25,2,0.2927,1
female,2,married,33,0,0.6204882352941177,0
female,1,single,30,-1,0.034509090909090906,0
female,1,married,51,0,0.3996142857142857,0
male,1,single,51,2,0.6302142857142857,0
female,2,married,46,-2,0.09843076923076922,0
male,3,single,38,0,0.17314117647058824,0
female,2,married,34,0,0.29134,0
female,3,married,34,0,0.89941,1
female,1,single,31,2,0.02948,1
female,2,single,25,8,0.75294,1
female,2,married,26,1,0.06352,0
female,1,single,25,2,0.9651333333333333,0
male,2,single,26,0,0.91872,1
female,2,single,43,0,0.083186,0
female,2,married,36,0,0.002623404255319149,0
male,2,single,58,0,0.4980217391304348,0
female,2,single,26,0,0.16868571428571427,0
female,2,married,30,2,0.042191304347826086,1
female,2,single,31,0,0.1480547619047619,0
female,2,single,24,0,1.0146666666666666,0
female,2,single,52,2,0.84086,1
female,2,single,24,-1,0.0016642857142857143,0
female,2,married,35,0,0.3205692307692308,0
female,3,single,29,2,0.21611111111111111,0
female,2,married,33,0,0.9690791666666667,0
female,1,single,35,0,0.010723529411764706,0
female,2,married,35,0,0.7200454545454545,0
female,1,single,28,0,0.055119047619047616,0
male,2,married,40,-1,0.0007181818181818182,0
female,1,married,35,-2,0.01297,0
female,2,single,53,-1,0.014530555555555555,0
male,1,single,44,-1,0.000576923076923077,0
male,2,married,33,0,0.5058,0
female,2,married,32,0,0.94955,0
female,1,single,33,2,0.41646,0
female,1,single,26,2,0.6332166666666666,0
male,1,single,26,-1,0.071005,0
male,2,single,26,-1,0.066,0
female,1,married,32,2,0.92446,1
female,2,single,31,2,0.72118,0
male,1,single,29,2,0.19375217391304347,0
male,2,married,27,2,0.05996,0
female,1,single,28,2,0.83816,1
female,1,married,42,1,0.011857142857142858,1
female,2,married,32,2,0.3701478260869565,1
female,1,single,26,1,0.0443,0
female,1,single,38,-1,0.004905405405405405,0
female,1,married,35,0,0.1153,0
male,2,single,29,0,0.181025,0
female,2,single,29,0,0.9466666666666667,0
female,2,single,51,2,0.8826666666666667,0
male,1,single,27,1,0.015657142857142856,0
male,1,single,32,-1,0.013095121951219512,0
female,3,married,40,1,0.007585714285714286,0
female,1,married,34,0,0.9407,0
female,2,married,30,0,0.94262,0
female,1,single,29,-2,0.0,0
female,1,single,22,0,0.24858,0
female,1,single,48,2,0.18365,0
female,2,married,35,0,0.16737142857142856,0
male,1,single,37,-1,0.0285125,0
male,2,single,25,4,1.0305,1
female,3,married,44,0,0.20208,0
female,1,single,28,-1,0.028982608695652175,0
male,2,single,29,0,0.12721363636363636,0
female,1,married,36,0,0.20918333333333333,0
female,2,single,23,2,0.0855875,0
female,3,single,36,2,1.01615,1
female,1,single,26,2,0.1882,0
female,2,others,37,0,0.23736875,0
female,1,others,44,2,0.63705,0
female,1,married,39,0,0.15615714285714286,0
female,1,single,24,1,0.007757142857142857,0
female,3,married,29,0,0.07640333333333334,0
male,3,married,33,2,0.6017916666666666,1
female,2,married,39,2,0.817725,0
male,3,married,51,2,0.7852571428571429,1
female,3,single,24,2,0.4201,0
female,2,married,45,-1,0.013233333333333333,0
male,1,single,30,0,0.30755,0
female,3,others,51,0,0.0039,0
female,2,single,24,2,0.95062,1
male,2,married,50,2,0.38770666666666664,0
female,1,single,22,0,0.98525,0
male,1,single,27,0,0.2915,1
female,2,single,33,1,0.023858823529411766,0
female,2,married,24,2,0.58474,0
male,2,single,37,2,0.8164,0
female,2,married,58,-1,0.99441,0
female,2,married,48,0,0.88448,0
male,1,single,28,0,0.011353125,0
female,3,married,24,8,1.2155,0
female,2,married,27,0,0.318036170212766,1
female,3,single,30,0,0.05938695652173913,0
female,1,single,23,0,0.93865,0
female,3,single,53,-1,0.0829,1
female,2,single,23,2,0.31845,0
female,2,married,55,0,0.16207272727272728,0
male,2,married,34,0,0.2107190476190476,0
male,1,married,43,1,0.0,1
female,2,single,22,2,0.97235,0
female,2,married,31,0,0.19002857142857144,0
female,2,married,32,-2,0.06063333333333333,0
female,2,single,33,1,0.00043636363636363637,1
male,3,married,39,0,0.71082,0
female,1,married,38,0,0.014924489795918367,0
female,2,married,34,-2,0.6835466666666666,0
male,2,others,42,2,1.0102,1
male,3,married,37,4,1.0252466666666666,1
female,3,married,57,2,0.1925,0
female,2,single,23,6,1.101475,0
male,2,single,32,2,1.0273,0
male,1,married,37,0,0.598,0
female,2,single,23,0,0.30670714285714284,0
female,3,single,49,0,0.20132,0
female,2,single,25,-2,0.8903333333333333,0
female,1,single,29,2,0.862175,1
female,3,married,43,2,0.54199,1
male,2,single,29,0,0.9888230769230769,0
female,2,single,27,0,1.0056,0
male,1,single,26,-2,0.0,0
male,1,married,41,0,0.13922692307692308,0
female,3,single,52,7,0.08166666666666667,1
female,2,married,31,0,1.3585,0
male,1,single,32,0,0.23648,0
female,2,married,46,0,0.9439,0
female,2,single,35,0,0.6841666666666667,0
male,1,single,35,0,0.29109,0
female,2,married,39,0,0.7299428571428571,0
female,2,single,34,0,1.057044827586207,0
female,2,others,52,0,0.85115,0
female,3,married,40,0,0.51885,0
female,3,married,38,-2,0.022492,0
male,1,married,45,-1,0.012377777777777777,0
female,3,married,40,-1,0.1473,0
female,2,married,25,2,1.0152,0
male,1,single,33,0,0.41891333333333336,0
female,2,single,27,-1,0.03403571428571429,0
female,2,married,43,0,0.4561,0
female,2,married,43,2,0.96465,0
male,1,single,30,0,0.04386,0
female,2,married,49,1,0.0,1
female,1,single,38,0,0.9558304347826087,0
male,3,single,57,0,0.94204,0
male,3,single,55,0,0.97614,1
female,2,single,23,0,0.7777285714285714,0
male,1,single,30,-2,0.0020903225806451612,0
female,2,married,30,-1,0.05723888888888889,0
female,2,single,24,2,0.2549666666666667,0
male,2,single,28,0,0.36256153846153844,0
female,3,married,34,-1,0.00312,0
male,2,single,37,2,0.0414825,0
female,2,married,32,0,0.3393625,0
male,1,single,27,0,0.603725,0
female,2,married,37,-1,0.0009916666666666667,1
male,1,single,31,-2,0.0,0
male,1,others,55,3,0.9234272727272728,1
female,1,single,28,2,0.8197411764705882,1
female,3,others,51,2,0.15862222222222222,1
male,1,married,36,0,0.052425,0
male,1,single,30,-1,0.006944444444444444,0
female,1,married,36,0,0.02882857142857143,0
male,2,single,25,0,0.7194818181818182,0
male,3,married,50,0,1.5497,0
female,2,single,40,2,0.7997,0
female,2,single,27,2,1.0153666666666668,0
male,1,single,30,2,0.10304,1
female,2,single,26,0,0.174425,0
male,1,single,27,0,0.2883,0
female,1,single,27,0,0.1454777777777778,0
female,1,single,25,2,1.0206666666666666,0
male,1,single,32,0,0.735784,0
female,3,married,46,0,0.5173285714285715,0
male,3,married,45,2,0.8015,0
male,3,married,30,0,0.3200571428571429,0
male,1,married,39,-2,0.019915,0
male,1,married,48,0,0.15109142857142857,0
male,1,single,32,1,0.0,1
male,1,single,46,0,1.9303875,0
female,1,single,23,0,0.4416,0
female,1,single,33,1,0.009615384615384616,0
female,1,single,24,2,0.638,0
male,1,married,40,0,0.2328181818181818,0
female,1,single,24,2,0.0398,0
female,2,single,24,0,0.9261333333333334,0
male,1,single,27,2,0.0816,1
male,2,married,46,0,0.40855,0
female,2,single,22,0,0.97652,0
female,1,single,36,-2,0.1733888888888889,0
male,1,married,34,-2,0.015305,0
female,2,single,24,0,0.25350384615384614,0
male,1,married,60,0,0.261046875,1
female,2,single,29,2,0.01243125,1
male,2,single,32,2,0.4307666666666667,1
female,2,married,36,0,0.3626,0
male,2,single,30,0,0.38124,0
female,2,single,29,0,0.6044222222222222,0
male,1,single,34,2,0.17440833333333333,0
female,2,married,32,2,0.11882777777777778,1
female,2,married,32,-1,0.005015,0
female,1,single,25,2,0.81286,0
male,2,married,44,-1,0.0,0
female,1,married,37,0,0.017824242424242423,0
female,2,single,24,5,0.015,1
female,2,single,23,-2,0.04448,0
female,1,single,29,0,0.04126111111111111,0
female,2,married,37,0,0.8790333333333333,0
male,2,married,59,0,0.9768,0
male,2,single,33,0,0.36422765957446807,0
female,3,married,51,2,0.0125,0
male,1,married,27,0,0.3757666666666667,1
female,2,married,32,0,0.967175,0
female,3,single,42,0,0.20563,0
male,2,single,39,0,0.017722222222222223,0
female,2,married,46,0,0.9494545454545454,0
male,1,married,41,2,0.63631875,0
female,2,single,30,0,0.504652380952381,0
female,1,married,34,0,0.035915,1
male,1,single,35,0,0.049865714285714284,0
male,1,single,41,0,0.082612,1
male,1,single,43,2,0.021478947368421052,1
male,2,single,47,0,0.0264,0
male,2,single,31,0,0.169395,0
male,2,single,30,0,0.9757,0
male,2,single,24,0,0.2382,0
male,1,married,36,0,0.556014,0
male,1,single,28,1,0.0272,0
female,1,married,36,0,0.013881818181818183,0
female,2,married,27,0,2.3243,0
female,2,married,32,0,0.40105,0
male,1,married,42,0,0.18944666666666668,1
female,2,married,33,0,0.9870153846153846,0
female,3,married,39,2,0.07766111111111111,1
female,1,others,30,-2,0.026846666666666668,0
male,2,married,30,0,0.9228785714285714,1
female,2,single,22,0,1.18324,0
male,2,single,25,2,0.37575,1
male,1,single,28,-1,0.30283333333333334,0
male,2,single,26,0,0.057411111111111114,1
female,3,married,54,2,1.0255533333333333,0
female,1,single,24,0,0.9008285714285714,0
male,2,single,29,8,1.1474333333333333,0
male,1,single,36,-2,0.126078,1
male,3,married,49,0,0.6966833333333333,0
female,1,single,23,-2,0.9821,0
male,3,single,43,1,0.04903846153846154,1
female,2,married,33,0,0.49488076923076924,0
male,3,married,53,-2,0.0,0
female,2,single,25,2,0.8275444444444444,0
male,3,married,54,2,1.2177,0
female,3,married,39,2,1.19132,0
female,1,married,44,2,0.004673076923076923,1
female,2,single,27,0,0.7631875,0
female,1,single,25,0,0.7578944444444444,1
female,1,single,29,1,0.0,1
male,1,single,39,-2,0.304,0
male,1,married,45,2,0.32062857142857143,0
male,1,married,38,1,0.0,1
female,2,single,23,0,0.0156,1
male,2,single,25,2,0.9445666666666667,0
male,2,married,29,0,1.01299,0
female,2,married,28,0,0.51725,0
female,2,married,40,-1,0.055433333333333334,0
male,1,single,36,1,0.0,1
female,3,single,30,-2,0.041626666666666666,1
male,1,single,29,-1,0.025914285714285713,0
female,2,single,36,-1,0.02034,0
female,2,married,37,0,0.9550764705882353,0
male,2,single,34,4,1.6904,0
female,1,single,27,0,1.0,0
male,1,single,31,2,0.5662821428571428,0
female,1,married,31,2,0.004965853658536586,0
male,1,single,38,0,0.09408444444444444,0
male,2,single,36,0,0.96435,0
male,1,married,46,0,0.2301,0
female,1,married,36,0,0.9591461538461539,0
female,1,single,26,0,0.07696875,1
female,3,single,57,2,0.9190142857142857,1
female,3,married,40,1,0.009195833333333334,0
female,3,others,45,-1,0.023044444444444444,0
male,1,others,57,0,0.9718714285714286,0
female,2,single,25,0,0.9188466666666667,0
female,3,married,37,-2,0.6352285714285715,0
female,1,married,35,0,0.08716,0
male,2,single,33,-2,0.012109677419354838,0
male,1,married,38,2,0.8182333333333334,0
male,2,single,31,0,0.20199333333333333,0
female,1,single,41,-1,0.12778,0
male,1,single,33,1,0.453435,0
female,2,married,67,2,1.0124666666666666,1
female,1,married,40,0,0.300845,0
male,1,single,33,-1,0.005876470588235294,0
female,1,single,31,2,0.004657142857142857,1
female,2,single,35,0,0.344435,0
female,2,others,39,1,0.0,0
male,2,single,27,2,0.8455666666666667,1
male,1,single,23,0,0.53552,0
male,3,married,54,0,0.8048,1
female,3,single,23,0,0.83958,0
male,3,single,24,0,0.35608,0
male,2,single,26,-1,0.0035,0
female,2,single,52,2,0.017139130434782608,1
female,2,married,42,0,0.48411818181818184,0
female,1,single,36,0,0.9627666666666667,0
female,1,single,22,2,1.0271,1
female,1,single,23,0,0.8115666666666667,0
male,3,married,30,2,0.8317181818181818,1
female,3,single,24,2,0.3319142857142857,1
female,1,married,42,-2,0.011,0
male,2,married,49,2,0.32693,0
male,2,single,31,3,0.0025363636363636365,0
female,3,single,33,0,0.4396037037037037,0
male,1,married,42,0,0.9841666666666666,0
male,3,single,41,0,0.9682285714285714,0
male,2,married,53,2,0.005869565217391304,0
male,2,single,23,0,0.91355,0
female,1,single,33,2,0.6055578947368421,0
female,2,married,29,0,0.7833,0
female,3,married,67,0,0.365425,0
male,3,married,33,2,1.048,1
female,3,married,34,2,0.21421666666666667,1
male,2,married,49,0,0.18486,0
female,2,married,56,0,0.9847821428571428,1
male,1,married,42,0,0.3864066666666667,0
female,3,married,55,2,1.0366,1
female,2,married,25,0,0.8607444444444444,0
male,3,single,30,0,0.83407,0
male,2,single,43,-1,0.0,1
male,1,single,40,-1,0.061435,0
female,1,single,35,2,0.32954545454545453,0
male,1,married,61,-1,0.012539130434782608,0
female,2,married,44,-1,0.09107333333333334,1
male,1,single,33,-1,0.39981714285714287,0
male,6,married,66,-1,0.28621111111111114,0
female,2,single,40,1,0.07010666666666666,0
male,3,single,47,0,0.92718,0
male,1,single,27,0,0.393528,0
male,1,single,35,0,0.22656,0
female,3,married,47,-1,0.0,0
female,3,married,39,1,0.0075725,0
female,2,single,29,0,0.5982,0
male,2,married,32,2,1.0091,0
female,1,single,30,2,0.63155,0
female,1,single,25,2,0.9788,1
female,2,single,23,0,0.7061125,0
female,2,married,43,2,1.0441272727272728,0
female,2,married,41,0,0.8677463414634147,1
female,2,married,40,1,0.0013153846153846154,0
female,3,married,35,0,0.9095333333333333,0
female,1,single,28,0,0.13159354838709678,0
female,2,single,38,0,0.3596142857142857,0
male,1,single,31,0,0.833884,0
male,3,married,29,2,0.9452857142857143,0
male,2,married,41,1,0.0,1
male,2,single,31,2,0.97314,0
male,1,single,29,0,0.3510582089552239,0
male,1,single,26,0,0.23893076923076922,0
male,1,married,42,1,0.0,0
male,3,single,29,-1,0.026,0
male,1,married,50,0,0.3836090909090909,0
female,3,single,46,2,0.09561428571428572,1
female,2,single,24,2,0.9244666666666667,1
female,2,married,46,2,0.09237692307692308,0
female,3,single,28,-1,0.027933333333333334,0
female,2,married,35,3,1.0517,1
female,1,married,40,-1,0.1433078947368421,0
female,1,married,41,-2,0.03906,0
female,2,married,47,-1,0.014183333333333333,0
male,2,married,54,0,0.9832625,1
female,2,single,33,2,1.0363,0
male,2,single,29,2,0.784309090909091,0
female,3,married,44,-1,0.06538,0
female,2,married,24,0,0.8793555555555556,0
male,1,single,33,0,0.7894,0
male,3,married,54,0,0.91162,0
male,1,single,27,-1,0.19011666666666666,0
female,2,single,37,0,0.55246,1
male,1,single,24,2,0.9359,0
female,3,married,54,1,-0.0010714285714285715,1
female,2,married,34,1,0.07079166666666667,0
female,2,single,40,2,0.844985,1
male,2,single,30,4,1.06795,1
male,2,single,26,0,0.9996,0
female,2,married,41,0,0.086735,0
female,2,single,29,0,0.9063,0
male,1,married,38,-1,0.0076166666666666666,0
female,1,single,35,0,0.019956,0
female,2,married,52,-1,0.01888611111111111,0
female,1,single,29,1,0.0,0
female,2,single,23,2,1.05476,1
female,2,married,34,0,0.9946173913043478,1
female,2,single,34,1,0.04361,0
male,1,married,44,4,1.0501666666666667,0
female,2,married,36,2,0.9825,0
male,2,single,28,2,0.9777,0
female,2,single,31,2,0.9790666666666666,0
male,2,single,31,0,0.3566,0
male,2,married,41,0,0.38552,0
female,3,married,44,2,0.8406384615384616,0
female,3,single,47,0,0.5969565217391304,0
male,2,single,25,0,0.20645,0
female,1,single,25,2,0.7145,0
female,1,married,39,0,0.03427,0
female,2,married,24,-1,0.017964285714285714,0
female,2,married,35,2,0.9932,1
male,2,married,32,2,0.5692416666666666,1
female,1,single,31,7,0.03428571428571429,1
male,1,single,33,2,0.19776388888888888,0
female,1,single,30,2,1.0670642857142858,0
male,2,married,52,2,0.06202,0
female,2,married,36,0,0.009723809523809523,0
male,1,single,30,2,0.6803321428571428,0
female,2,single,42,2,0.29431111111111113,1
female,1,single,30,0,0.0647,0
male,3,married,47,2,0.99285,0
female,2,married,29,-1,0.014722857142857143,0
female,1,single,23,0,0.23238461538461538,0
male,3,married,39,1,0.0,0
female,2,married,48,0,0.012073529411764705,0
male,2,single,26,2,1.00375,0
male,1,single,33,0,0.982,0
female,2,married,44,-2,0.018752173913043478,0
female,2,married,36,0,0.20196111111111112,0
female,2,married,39,0,0.14973333333333333,0
male,2,single,24,-1,0.039,0
female,2,single,25,2,0.9811214285714286,0
male,1,single,52,0,0.550925,0
female,3,married,59,0,0.91626,0
female,1,single,23,0,0.0710875,0
female,3,single,48,0,0.2983,0
female,1,single,28,2,0.10553571428571429,1
male,3,married,62,-1,0.0162875,0
female,3,married,38,-1,0.09199545454545455,0
female,1,single,32,-1,0.0,0
female,2,married,29,0,0.6219357142857143,1
male,2,single,25,2,0.07137222222222223,1
female,2,single,35,0,0.34378,0
female,2,single,27,0,0.5561294117647059,0
male,2,single,38,0,0.99478,0
male,2,single,24,0,0.95288,0
male,2,married,29,-1,0.006246666666666667,0
female,1,single,27,2,0.9780974358974359,0
female,2,married,55,2,0.8963777777777778,1
female,1,single,29,0,0.947685,0
male,1,single,29,0,0.8564021739130435,0
male,2,single,23,0,0.4623,0
male,2,married,30,0,0.1261,1
female,2,married,50,-1,0.02298,0
female,2,married,38,0,0.15498125,0
female,1,single,24,0,0.9482555555555555,0
female,1,single,29,0,0.023691666666666666,0
male,1,single,38,-2,0.02548,0
female,2,single,34,-1,0.011588888888888888,1
male,1,married,37,0,0.560675,0
female,3,married,66,0,0.96802,0
female,1,married,39,-2,0.0082125,0
female,2,married,45,0,0.9717625,0
male,2,married,44,2,0.2272846153846154,0
female,3,single,44,0,0.42670294117647056,1
male,1,married,36,-1,0.03095,0
female,3,married,40,0,0.8701416666666667,0
male,1,single,29,0,0.2544,0
female,1,single,48,0,0.7909133333333334,0
female,2,single,23,2,0.4070166666666667,0
female,2,married,50,0,0.5034857142857143,0
female,2,married,29,0,0.9748523809523809,1
female,3,married,49,2,0.35155714285714285,1
male,2,married,33,2,0.202945,0
female,2,married,51,0,0.25338695652173915,1
